item_name,item_type,ingredients
Knorr,food,"soup powder. sugar, potato starch, &quot;dehydrated vegetables (tomato paste solids , onion powder garlic powder and dehydrated leeks , bread croutons 10.3% (refined wheat flour (maida), edible vegetable fat, seasoning, iodised salt, yeast, rosemary extract), dried glucose syrup, iodised salt, hydrolyzed vegetable protein edible vegetable fat, thickener-415, acidity regulator-330,spices"
MARCO CRUNCHY PEANUT BUTTER,drink,"roasted peanut, sugar, salt, hydrogenated soya oil"
Kelloggs Chocos Moons  Stars,drink,"wheat solids wheat flour , wheat flour (24 mole sugar, corn flour, cocoa solids , minerals malt extract, edible vegetable oil (palmolein) iodized salt, colour (ins 150d), vitamins antioxidant (ins 320). contains permitted natural colour added flavours (nature identical"
Kelloggs Corn flakes,drink,"corn grits , sugar, malt extract, iodized salt, vitamins, minerals and antioxidant (ins 320)"
Balaji Wafers Crunchex,snack,"potato , edible vegetable oil (contains one or more of the followings: palmolein, groundnut), **seasoning [sugar, maltodextrin, salt, spices & condiments (chilli , pepper), dehydrated vegetable powder (onion, garlic, tomato), black salt, acidity regulator (ins 330, ins 296, ins 334), milk solids , hydrolyzed vegetable protein soya), anticaking agent (ins 551), flavour enhancer (ins 627, ins 631) flavour (natural & nature identical flavouring substances), paprika extract (ins 160c), stabilizer (ins 340), emulsifier (ins 470)]"
balaji wafers chataka pataka,snack,"rice meal , edible vegetable oil (palmolein, rice bran), corn meal , chickpea flour, edible common salt, spices & condiments 2% (cumin, chilli black pepper, dry mango), dehydrated vegetable powder (onion, garlic) sugar, acidity regulator (ins 330), anticaking agent (ins 551), flavour enhancer (ins 627, ins 631), natural and nature identical flavouring substances (garlic, black pepper), paprika extract (ins 160c)"
balaji poprings,snack,"corn meal , edible vegetable oil (palmolein), sugar, iodized salt, maltodextrin, cheese powder , milk solids, soya powder, stabilizer (ins 1701) flavour enhancer (ins 627, ins 631), acidity regulator (ins 330), anticaking agent (ins 551)"
Modern Brown Bread,drink,"bread hi fibre brown whole wheat flour (atta) , refined wheat flour (maida) , sugar, wheat bran, yeast, gluten, iodized salt, edible vegetable fat (interesterified), preservative (282), malt product, emulsifier (471), acidity regulators {341(0), 260), flour treatment agents (510, 1100(i)} and antioxidant (300)"
Maggi 2 Minutes Noodles Masala,drink,"humectant (45) masala tastemaker: hydrolysed groundnut (peanut) protein, mixed spices ( (dehydrated onion, coriander powder, red chilli powder , turmeric powder, dried garlic , cumin powder, aniseed powder, fenugreek powder, ginger powder, black pepper powder , clove powder , green cardamom powder & nutmeg powder)}, noodle powder {refined wheat flour (maida), palm oil, salt, wheat gluten, acidity regulators (500(i), 501 (i) & 170(i)), thickeners (508 & 412) and humectant (4514) sugar, edible starch, palm oil, thickener (508), caramel salt mix (salt, colour (150d) & palm oil), acidity regulators (330 & 500), salt, flavour enhancer (635) and mineral (ferric pyrophosphate)"
GOODY Peanut Butter Creamy,drink,"fresh roasted peanuts, sugar, hydrogenated vegetable oil (rapeseed, cottonseed and soybean) salt"
Aldi Handmade Chocolate Orange Honeycomb,snack,"sugar, milk chocolate (sugar, cocoa butter, skimmed milk powder, cocoa mass, milk powder, anhydrous milk fat, emulsifier: lecithins (soya); natural vanilla flavouring), glucose syrup, water, raising agent: sodium carbonates; natural orange flavouring, colour: carotenes. milk chocolate contains cocoa solids 29% minimum, milk solids 20% minimum"
Sainda namak,food,sainda namak
Amul Pure Milk Cheese Slices,food,"cheese, milk solids, permitted emulsifying salts (e331 & e452) & common salt. contains permitted class ii preservatives (e200 & e234) best before 9 months from packaging when stored refrige"
Amul Chocolate Cookies,snack,"refined wheat flour (maida), butter , sugar, plain chocolate chips , cocoa solids , milk solids, liquid glucose, raising agents [500(i), 503(ii)), emulsifier [481 (i)), artificial flavouring substances (vanilla, cocoa chocolate). allergen information: contains wheat, milk"
Amul Masti Spiced Buttermilk 200ml,drink,"milk solids, common salt, spices & condiments , e460(i), water"
Coca-Cola Coca Cola,drink,16/1/2020 13.43pm
Chings Schezwan Chutney,condiment,"water, sunflower oil, sugar, ginger, salt, chilli, garlic, onion, corn starch, flavour enhancer (e635), thickener (e1422), acidity regulator (e260), spices (whte pepper, schezwan pepper), preservatives (e202, e211). celery, soy sauce powder (soybean, wheat, salt)"
Sappe Public Company Limited Mogu litchi,drink,"water, lychee juice from concentrate 25%, coconut 25%, fructose, sucrose, acidifiers (citric acid, calcium lactate), lychee flavor, preservative e211, gelling agent: gellan gum, color: e129 - 0.0001% (this dye may have adverse effects on activity and attention in children)"
Parle Bis Hide seek,snack,"refined wheat flour (maida), sugar, choco chips isugar, edible vegetable fat (hydrogenated oils), cocoa solids, dextrose, emulsifier of vegetable origin (soy lecithin) and artificial flavouring substances (vanilla)], refined palm dil, chocolate [sugar, cocoa solids, cocoa butter, dextrose emulsifier of egetable origin (soy lecithin) and artificial flavouring substances-vanillaj. vert sogar syrup, raising agents (503(1), 500], cocoa solids, iodised salt and julsifier of vegetable origin [472e]. viains added flavour (artificial flavouring substances-vanilla) tains: wheat. soy meade oonotion mode"
Britannia good day cashew cookies,snack,"refined wheat flour (maida), edible vegetable oil (palm). sugar, cashew nuts , invert syrup, mi̇lk solids, butter , raising agents [503(ii) & 500(ii)], iodised salt and emulsifiers (322, 471, 472e). contains added flavours inature identical and artificial (milk and vanilla) flavouring substances)"
Britannia Marie GOLD,food,wheat flour
Britannia Brianna treat jimjam,food,"aditarexipacklur marketed by: britannia industries ltd 5/1 a hungerford street, kolkata-700 017 (a wadia enterprise) for mfg. unit address"
britannia treat croissant vanilla creme roll,snack,"poprietary food kroissant, cateoory croissant base : multigrain flour (refined manufactur wheat four mital gluien, rice flour, flour treatment agent (1100ol ranjangaon anticking agents7(i)}, margarine, edible vegetable oil (palm) suar, yeast, gicose fructose syrup, emulsifier(471), iodised salt distribut an preservativ 282). cotains added flavour (nature identical flavouring sutance vanilla). crissant filling : edible inter esterifiedvegetable fat sur glucose fruc tose syrup, milk solids humect�nti[420(i), emishier 475 acidity regulator[450(i))338],preservative(202), enfaer struser (wo8)and lactose. comans added flavours(nature identical flavouring sutances-vanilla). (noers in brackets as per international pols may have laxative effecs lic. no.: voebuelug britanni un pasn ponu"
Britannia 50-50 sweet and salt,food,"refined wheat flour, edible vegetable oil (palm), sugar 0% raising agents [503(i), 500(i)], invert syrup, 10dised salt , yeast, acinty regulators [270, 341 (i), 330], emulsifier (472e), dough conditioner (2231 and improvers [1101 (1), 1101 (i), 1100(1)] (numbers in brackets as per international numbering system) contains added flavours [nature identical"
Daily Delight LADDU,food,"basen flour, sugar, cashewnut. raisin,cardamom,hydrogenated vegetable oil, fd & c yellow no.5(102)"
Dukes Waffy - choco flavoured wafer roll,snack,"sugar, refined wheat flour, refined palm oil, cocoa solids, dextrose, milk solids, starch, emulsifier (322) and iodized salt. contains permitted natural colour (150d) and added flavours (artificial flavouring substances-chocolate and vanilla)"
Nutella Ferrero,sweet,"sugar, edible vegetable oil, hazelnuts 13%, low fat cocoa powder 7.4%, skimmed cow milk powder 6.6%, whey powder, emulsifier (lecithin (ins 322)), flavour (nature identical flavouring substance (vanillin))"
Rajam Badam drink mix,food,"badam , cashew , cardamom, sugar ,edible starch ingredients after reconstitution: milk, badam, cashew, cardamom, sugar, edible starch contains permitted synthetic food colour (ins 102) and added nature identical flavouring sibstances (almond flavour)"
Dugra ghee,food,fat portein moisture calories
aashirvaad iodized salt,drink,"edible common salt, anticaking agents (ins 551, ins 536) and potassium iodate"
Hindustan Bru Instant,drink,chicory mixture blends of coffee chicory coffee 70% chicory 30%
Dabur Tomato Puree,drink,"water, tomato paste , acidity regulator (ins 330) and antioxidant (ins 300)"
Amul Choco Almond N Kesar Badam Double Sundae,sweet,"kesar badam magic - milk solids, sugar, kesar elaichi ripple (water, sugar, dextrose, permitted stabilizer (e440), almond pieces , permitted emulsifier (e471) and stabilizers (e407, e466, e415, e412, e435). choco almond – milk solids, sugar, chocolate ripple (water, sugar, dextrose, cocoa solids, permitted stabilizer (e440)), cocoa solids, almond pieces , permitted emulsifier (e471) and stabilizers e407, e466, e415, e412). contains permitted synthetic food colours (e102, e110) and added flavours (artificial flavouring substances - cardamom and saffron)"
dabur Chyawanprakash Sugar free,food,"amalaki (emblica officinalis, fr., fr.pulp) 86.0g and ext. derived from the following asana (pterocarpus marsupium, ht. wd.) 3.52g, bilva (aegle marmelos, st. bk.), shyonaka (oroxylum indicum, st. bk.), gambhari (gmelina arborea, st. bk.), patala (stereospermum suaveolens, st. bk.), agnimantha (clerodendrum phlomidis, st. bk.), shalaparni (desmodium gangeticum, pl.), prishniparni (uraria picta,pl.), brihati (solanum indicum,pl.), kantakari (solanum surattense, pl.), gokshura (tribulus terrestris, fr.), mudgaparni (phaseolus trilobus, pl.), mashaparni (teramnus labialis, pl.), karkatashringi (pistacia integerrima, gl.), tamalaki (phyllanthus niruri, pl.), pushkara (inula racemosa, rt.), haritaki (terminalia chebula, p.), guduchi (tinospora cordifolia, st.), karchura (curcuma zedoaria, rz.), musta (cyperus rotundus, rz.), punarnava (boerhavia verticillata, pl.), utpala (nymphaea stellata, fl.), vasa (adhatoda vasica, rt.), yashti (glycyrrhiza glabra, rt.), kakanasika (maritima annua, fr.), draksha (vitis vinifera, fr.) each 0.38g, bala (sida cordifolia, pl.) 0.684g, jivanti (leptadenia reticulata, rt.) 0.076g, ashwagandha (withania somnifera, rt.), shatavari (asparagus recemosus, rt.), varahi (dioscorea bulbifera, rt. tr.) each 0.76g, vidari (pueraria tuberosa, rt. tr.) 1.14g, goghrita 1.00g, tila tail (sesamum indicum, oil) 1.00g and powder of the following - vamsha (bambusa bambos, 5.c.) 1.34g, pippali (piper longum, fr.) 184g, ivak (cinnamomum zeylanicum, st. bk.) 0.194g, sukshmaila (elettaria cardamomum, fr.) 1.008g, ivakpatra (cinnamomum tamala, l.) 0.2059 nagakesara (mesua ferrea, stma.) 0.190g lavanga (syzygium aromaticum, flbd.) 0212 tah (glycyrrhiza glabra, rt.) excipients-gx 1.0, sorbitol and sucralose, sodium benzoate"
Priyagold Puff choco vanilla flavoured sandwich biscuits,snack,"refined wheat flour (maida) , sugar, edible vegetable oils (palm), leavening agents | ammonium bicarbonate (e 503(), sodium bicarbonate (e500 (h)], liquid glucose, milk solids , cocoa powder, iodised salt, permitted emulsifiers [lecithin (e 322(1)), diacetyltartaric and fatty acid esters of glycerol [e472(e)], dough conditioner [sodium metabisulphite (e 223) contains added artificial flavours (choco & vanilla) and added natural food colours (caramel e150d) & synthetic food colour (ponceau 4r e124) allergen warning: this biscuit contains wheat, milk, soy and sulphite as hypersensitive ingredients"
Lays Potato Chips Salted,snack,"potatoes, vegetable oil (palm and/or maize or sunflower fruit oil) with antioxidant (tbhq), salt, maltodextrin, anti-caking agent (e551)"
Aachi Biryani Masala,condiment,"spice content: 89% (red chilli powder, coriander, fennel, garlic flakes, onion flakes, cassia bark (taj), dry ginger, star anise, cumin, bay leaves, turmeric powder, pepper, cardamom, gloves, mace) and salt - 11%"
Chings Secret Schezwan Chutney,drink,"water, cotton seed oil, sugar, iodised salt, chilli, garlic, onion, thickener (ins 1422), ginger, acidity regulator (ins 260), flavour enhancer (ins 635), spices (white pepper, schezwan pepper), preservatives (ins 202, ins 211), natural flavouring substances. _contains: celery. may contain: wheat, soy, nuts, sesame seeds, mustard and milk._"
Keyafood Keya Piri Piri,drink,"iodised salt, dehydrated vegetable powder (tamarind, garlic, onion), mixed spices & herbs (chilli, pepper, parsley, oregano), sugar"
Fine ground sea salt almond flour crackers sea salt,snack,"nut and seed flour blend (almonds, sunflower seeds, flax seeds), tapioca starch, cassava, organic sunflower oil, sea salt, organic onion, organic garlic, rosemary extract (for freshness)"
John West Wild Pacific Red Salmon,food,"red salmon 99 %, salt"
General Mills Cinnamon Toast Crunch Cereal,drink,"whole grain wheat, sugar, rice flour, canola oil, fructose, maltodextrin, dextrose, salt, cinnamon, trisodium phosphate, soy lecithin, caramel color, bht added to preserve freshness, vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3"
british biologicals B protein,food,"proprietary blend of high quality protein (whey protein concentrate, soy protein isolate), skdmmed milk powder, sucrose, maltodextrin, malt extract, natural cocoa powder, inulin (detary fibre), oleic sunflower oil powder, minerals, vitamins allergen information: contains milk, soy ingredients calorific distrihution protein"
